timestamp,src_ip,dst_ip,src_port,dst_port,protocol,tcp_flags,packets,bytes,duration,iat_mean,ttl,retransmissions,risk_score,risk
2026-09-23 14:15:02.602584939,10.0.2.8,10.0.4.30,40293,3389,TCP,ACK,15,12746,0.222,0.005,128,0,0.463,MEDIUM
2026-09-23 14:15:02.622577293,10.0.2.18,10.0.4.35,4924,3389,TCP,FIN-ACK,11,8455,0.178,0.152,64,0,0.061,LOW
2026-09-23 14:15:02.661104726,10.0.2.33,10.0.4.4,41437,993,TCP,ACK,8,5530,1.899,0.072,64,0,0.025,LOW
2026-09-23 14:15:02.765063590,10.0.2.13,10.0.4.48,57848,8080,TCP,FIN-ACK,13,6393,0.898,0.197,64,0,0.099,LOW
2026-09-23 14:15:02.852206996,10.0.2.7,10.0.4.60,42884,443,TCP,ACK,14,5883,1.148,1.197,255,0,0.132,LOW
2026-09-23 14:15:03.016613943,10.0.2.23,10.0.4.30,38402,22,TCP,ACK,10,907,1.059,1.822,255,1,0.043,LOW
2026-09-23 14:15:03.071837506,10.0.2.8,10.0.4.34,15471,80,TCP,PSH-ACK,9,6751,0.266,0.106,255,1,0.093,LOW
2026-09-23 14:15:03.202736703,10.0.2.15,10.0.4.32,52146,25,TCP,FIN-ACK,9,3796,1.047,0.432,64,0,0.025,LOW
2026-09-23 14:15:03.213660653,10.0.2.20,10.0.4.7,30155,3389,TCP,PSH-ACK,9,2966,0.132,0.732,64,0,0.099,LOW
2026-09-23 14:15:03.253671254,10.0.2.25,10.0.4.39,17984,53,UDP,ACK,10,5695,0.722,0.081,255,0,0.025,LOW
2026-09-23 14:15:03.264082299,10.0.2.28,10.0.4.46,32624,3306,TCP,ACK,8,5547,0.355,0.203,128,0,0.012,LOW
2026-09-23 14:15:03.453952684,10.0.2.30,10.0.4.58,8897,993,TCP,ACK,10,4993,1.037,0.454,64,0,0.029,LOW
2026-09-23 14:15:03.458279475,10.0.2.37,10.0.4.58,60786,25,TCP,ACK,6,1113,0.122,0.013,64,0,0.022,LOW
2026-09-23 14:15:03.950940881,10.0.2.4,10.0.4.32,46339,25,TCP,SYN,12,10010,0.804,0.356,128,0,0.134,LOW
2026-09-23 14:15:04.023267406,10.0.2.17,10.0.4.60,22090,22,ICMP,FIN-ACK,13,2012,0.262,0.089,128,0,0.114,LOW
2026-09-23 14:15:04.050337642,10.0.2.2,10.0.4.34,52238,3306,TCP,FIN-ACK,11,9618,0.862,0.294,64,0,0.023,LOW
2026-09-23 14:15:04.076494873,10.0.2.2,10.0.4.41,4518,443,TCP,FIN-ACK,11,4748,1.251,0.005,64,1,0.171,LOW
2026-09-23 14:15:04.167322314,10.0.2.10,10.0.4.38,25927,3389,TCP,ACK,17,14537,0.336,0.252,64,0,0.054,LOW
2026-09-23 14:15:04.222738035,10.0.2.27,10.0.4.62,43045,110,TCP,ACK,11,9111,0.544,0.044,64,0,0.03,LOW
2026-09-23 14:15:04.645763683,10.0.2.15,10.0.4.26,2552,679,TCP,SYN,1,4413,0.017,0.25,64,0,0.538,MEDIUM
2026-09-23 14:15:04.765287419,10.0.2.34,10.0.4.9,46744,110,TCP,PSH-ACK,13,9516,0.288,0.199,64,0,0.031,LOW
2026-09-23 14:15:04.791120279,10.0.2.29,10.0.4.6,53810,443,TCP,SYN,11,1489,0.121,0.116,64,0,0.08,LOW
2026-09-23 14:15:04.803362549,10.0.2.34,10.0.4.27,39351,22,TCP,ACK,7,906,0.457,0.362,255,0,0.077,LOW
2026-09-23 14:15:04.899516537,10.0.2.9,10.0.4.33,14319,8080,TCP,ACK,9,3231,1.75,0.865,255,0,0.367,MEDIUM
2026-09-23 14:15:04.952094185,10.0.2.37,10.0.4.42,49348,3306,TCP,ACK,13,7438,0.398,0.019,64,1,0.082,LOW
2026-09-23 14:15:05.278004646,10.0.2.39,10.0.4.31,22895,443,TCP,FIN-ACK,11,746,0.79,0.225,128,0,0.066,LOW
2026-09-23 14:15:05.290195053,10.0.2.5,10.0.4.33,48497,139,TCP,FIN-ACK,11,5420,1.158,0.484,128,0,0.259,LOW
2026-09-23 14:15:05.372688274,10.0.2.21,10.0.4.58,41551,80,TCP,FIN-ACK,11,9674,0.427,0.217,64,1,0.037,LOW
2026-09-23 14:15:05.388412103,10.0.2.36,10.0.4.22,7049,139,TCP,PSH-ACK,6,4686,1.457,1.133,64,1,0.092,LOW
2026-09-23 14:15:05.452086690,10.0.2.21,10.0.4.32,7472,5985,TCP,ACK,13,3318,0.059,0.603,128,1,0.166,LOW
2026-09-23 14:15:05.539715638,10.0.2.37,10.0.4.36,2002,443,TCP,SYN,12,6042,3.678,2.309,64,0,0.141,LOW
2026-09-23 14:15:05.673532380,10.0.2.41,10.0.4.30,5668,135,TCP,ACK,6,1223,0.368,0.281,64,1,0.511,MEDIUM
2026-09-23 14:15:05.712648129,10.0.2.21,10.0.4.61,20355,80,TCP,ACK,10,2811,2.731,1.311,255,0,0.128,LOW
2026-09-23 14:15:05.813241588,10.0.2.4,10.0.4.60,2682,3306,TCP,FIN-ACK,9,7517,1.003,0.149,255,2,0.155,LOW
2026-09-23 14:15:05.844363708,10.0.2.16,10.0.4.33,61565,53,UDP,PSH-ACK,7,6286,0.229,0.95,64,0,0.067,LOW
2026-09-23 14:15:05.875600922,10.0.2.11,10.0.4.29,60157,22,TCP,ACK,12,3165,0.543,0.123,64,0,0.032,LOW
2026-09-23 14:15:06.137508381,10.0.2.21,10.0.4.37,12159,135,TCP,PSH-ACK,11,2619,0.033,1.184,64,1,0.134,LOW
2026-09-23 14:15:06.279745492,10.0.2.26,10.0.4.13,21111,445,TCP,ACK,12,4589,0.689,0.313,64,0,0.042,LOW
2026-09-23 14:15:06.295118205,10.0.2.21,10.0.4.27,48903,3389,TCP,ACK,11,4779,0.923,0.294,64,0,0.155,LOW
2026-09-23 14:15:06.326681469,10.0.2.10,10.0.4.15,43643,3306,TCP,FIN-ACK,12,1619,0.117,0.257,64,0,0.207,LOW
2026-09-23 14:15:06.361240271,10.0.2.14,10.0.4.10,38544,22,TCP,ACK,10,1840,0.319,0.597,64,0,0.045,LOW
2026-09-23 14:15:06.462696074,10.0.2.30,10.0.4.7,64840,135,TCP,FIN-ACK,12,5002,0.644,0.363,64,0,0.018,LOW
2026-09-23 14:15:06.511843868,10.0.2.3,10.0.4.37,41652,3306,TCP,PSH-ACK,14,3608,0.369,1.823,64,0,0.185,LOW
2026-09-23 14:15:06.564297426,10.0.2.10,10.0.4.2,44210,110,TCP,PSH-ACK,9,6927,0.269,0.405,255,0,0.013,LOW
2026-09-23 14:15:06.618879392,10.0.2.39,10.0.4.41,33414,993,TCP,PSH-ACK,5,3456,0.271,2.016,255,0,0.081,LOW
2026-09-23 14:15:06.647292125,10.0.2.6,10.0.4.28,34898,53,UDP,PSH-ACK,9,4594,0.155,0.304,64,0,0.009,LOW
2026-09-23 14:15:06.683462109,10.0.2.19,10.0.4.24,19798,80,TCP,ACK,7,2963,0.711,0.129,128,0,0.05,LOW
2026-09-23 14:15:06.784045067,10.0.2.10,10.0.4.48,34629,80,TCP,FIN-ACK,10,7580,0.54,0.621,64,1,0.028,LOW
2026-09-23 14:15:06.852449983,10.0.2.6,10.0.4.34,60256,80,TCP,ACK,5,997,1.62,0.283,255,0,0.211,LOW
2026-09-23 14:15:06.985537484,10.0.2.19,10.0.4.46,25339,993,TCP,PSH-ACK,13,10470,0.768,0.407,128,0,0.068,LOW
2026-09-23 14:15:07.092053691,10.0.2.23,10.0.4.45,9618,110,TCP,PSH-ACK,6,607,0.149,0.373,64,1,0.073,LOW
2026-09-23 14:15:07.112582112,10.0.2.9,10.0.4.3,39716,3306,TCP,PSH-ACK,14,11699,0.518,1.243,64,1,0.106,LOW
2026-09-23 14:15:07.310600878,10.0.2.5,10.0.4.15,51677,22,TCP,ACK,8,1412,1.079,0.489,64,0,0.226,LOW
2026-09-23 14:15:07.414909325,10.0.2.7,10.0.4.36,62876,53,UDP,FIN-ACK,11,8163,3.533,0.147,64,0,0.007,LOW
2026-09-23 14:15:07.438026261,10.0.2.29,10.0.4.61,35999,5985,TCP,ACK,11,826,0.033,0.4,64,0,0.116,LOW
2026-09-23 14:15:07.702885648,10.0.2.38,10.0.4.11,51861,8080,TCP,PSH-ACK,9,6701,0.491,0.466,128,1,0.107,LOW
2026-09-23 14:15:07.885509678,10.0.2.9,10.0.4.8,17182,135,TCP,PSH-ACK,4,2202,0.278,0.447,128,2,0.138,LOW
2026-09-23 14:15:08.094253476,10.0.2.15,10.0.4.59,28391,110,TCP,PSH-ACK,7,531,0.217,0.809,64,0,0.112,LOW
2026-09-23 14:15:08.298121636,10.0.2.16,10.0.4.60,28056,443,TCP,ACK,10,7103,0.567,0.008,64,1,0.029,LOW
2026-09-23 14:15:08.420503978,10.0.2.17,10.0.4.12,22470,443,TCP,ACK,4,581,0.521,0.016,128,0,0.129,LOW
2026-09-23 14:15:08.492833593,10.0.2.12,10.0.4.26,47224,80,TCP,ACK,12,6162,0.985,0.619,255,0,0.068,LOW
2026-09-23 14:15:08.534699142,10.0.2.4,10.0.4.40,58021,993,TCP,PSH-ACK,7,2372,0.267,0.015,128,2,0.011,LOW
2026-09-23 14:15:08.787235754,10.0.2.24,10.0.4.13,22091,139,TCP,PSH-ACK,12,8372,0.182,1.946,128,1,0.085,LOW
2026-09-23 14:15:09.046834720,10.0.2.17,10.0.4.21,9783,443,TCP,PSH-ACK,6,4660,0.65,0.931,64,1,0.176,LOW
2026-09-23 14:15:09.075038502,10.0.2.16,10.0.4.26,54273,53,UDP,FIN-ACK,8,3599,0.132,1.042,255,0,0.05,LOW
2026-09-23 14:15:09.794898777,10.0.2.13,10.0.4.41,55831,80,TCP,ACK,4,2786,1.01,0.034,64,0,0.216,LOW
2026-09-23 14:15:10.025864754,10.0.2.41,10.0.4.20,61336,993,TCP,ACK,9,7469,1.147,0.712,128,2,0.238,LOW
2026-09-23 14:15:10.344869991,10.0.2.27,10.0.4.27,17479,53,UDP,ACK,9,5750,1.977,0.298,64,0,0.186,LOW
2026-09-23 14:15:10.509724812,10.0.2.19,10.0.4.19,47409,161,UDP,ACK,8,2643,0.126,0.409,64,0,0.161,LOW
2026-09-23 14:15:10.548874216,10.0.2.10,10.0.4.48,47189,80,TCP,FIN-ACK,17,7636,0.547,0.954,128,1,0.254,LOW
2026-09-23 14:15:10.554693040,10.0.2.35,10.0.4.11,51989,139,TCP,FIN-ACK,9,2278,0.915,0.558,128,0,0.214,LOW
2026-09-23 14:15:10.592579357,10.0.2.39,10.0.4.16,53034,80,TCP,ACK,9,4005,1.699,0.032,128,0,0.096,LOW
2026-09-23 14:15:10.593493405,10.0.2.3,10.0.4.17,62471,3306,TCP,FIN-ACK,10,2665,0.73,1.789,128,0,0.268,LOW
2026-09-23 14:15:10.731899663,10.0.2.41,10.0.4.57,31795,3306,TCP,ACK,10,7380,0.424,1.618,128,1,0.223,LOW
2026-09-23 14:15:10.930340399,10.0.2.31,10.0.4.59,5921,25,TCP,ACK,10,5723,0.481,0.016,64,0,0.297,LOW
2026-09-23 14:15:10.937372417,10.0.2.6,10.0.4.32,13428,80,TCP,ACK,7,4143,0.128,0.663,64,0,0.107,LOW
2026-09-23 14:15:11.215695432,10.0.2.33,10.0.4.11,58220,53,UDP,ACK,7,1068,2.083,0.65,64,0,0.164,LOW
2026-09-23 14:15:11.262446511,10.0.2.6,10.0.4.48,55520,3306,TCP,ACK,9,551,0.463,0.078,128,0,0.089,LOW
2026-09-23 14:15:11.414799693,10.0.2.4,10.0.4.32,1738,443,TCP,SYN,10,7229,0.473,0.638,64,0,0.064,LOW
2026-09-23 14:15:11.415117808,10.0.2.6,10.0.4.53,24732,3389,TCP,SYN,8,4124,0.095,0.15,64,1,0.12,LOW
2026-09-23 14:15:11.537973214,10.0.2.21,10.0.4.23,16840,161,UDP,ACK,7,5897,1.258,0.399,128,0,0.431,MEDIUM
2026-09-23 14:15:11.694563608,10.0.2.28,10.0.4.62,21711,161,UDP,ACK,8,4090,0.632,0.009,255,0,0.016,LOW
2026-09-23 14:15:11.707104399,10.0.2.19,10.0.4.51,42233,8080,TCP,ACK,11,2643,3.386,0.591,64,0,0.098,LOW
2026-09-23 14:15:11.741533499,10.0.2.31,10.0.4.54,33925,357,TCP,SYN,3,9054,0.049,0.005,64,0,0.55,MEDIUM
2026-09-23 14:15:11.810854510,10.0.2.10,10.0.4.46,32047,445,TCP,FIN-ACK,9,5839,1.103,0.325,64,1,0.109,LOW
2026-09-23 14:15:11.816394039,10.0.2.37,10.0.4.19,29091,445,TCP,FIN-ACK,4,460,2.153,0.116,255,1,0.122,LOW
2026-09-23 14:15:11.828691348,10.0.2.42,10.0.4.23,42415,22,TCP,ACK,10,6426,0.039,0.054,128,0,0.104,LOW
2026-09-23 14:15:11.935332724,10.0.2.33,10.0.4.17,45088,993,TCP,ACK,11,2623,0.031,0.054,64,0,0.052,LOW
2026-09-23 14:15:11.970524496,10.0.2.6,10.0.4.43,3828,445,TCP,FIN-ACK,10,2737,0.102,0.37,255,1,0.086,LOW
2026-09-23 14:15:12.040368756,10.0.2.36,10.0.4.18,9874,80,TCP,ACK,13,1123,1.056,1.533,64,1,0.216,LOW
2026-09-23 14:15:12.272016107,10.0.2.31,10.0.4.40,23033,993,TCP,PSH-ACK,10,5869,0.421,1.136,128,0,0.094,LOW
2026-09-23 14:15:12.294463848,10.0.2.24,10.0.4.37,29130,8080,TCP,FIN-ACK,9,6071,0.452,0.958,64,0,0.132,LOW
2026-09-23 14:15:12.383634782,10.0.2.31,10.0.4.9,65290,30,TCP,SYN,4,2028,0.04,0.005,64,0,0.55,MEDIUM
2026-09-23 14:15:12.447081832,10.0.2.43,10.0.4.62,58548,443,TCP,PSH-ACK,4,2902,2.402,0.172,255,0,0.086,LOW
2026-09-23 14:15:12.598956446,10.0.2.20,10.0.4.2,42876,8080,TCP,ACK,11,7701,3.04,0.088,255,0,0.009,LOW
2026-09-23 14:15:12.625404720,10.0.2.3,10.0.4.62,3350,135,TCP,FIN-ACK,4,1616,2.2,0.006,255,0,0.206,LOW
2026-09-23 14:15:12.757319411,10.0.2.15,10.0.4.39,7519,338,TCP,SYN,5,703,0.048,0.216,64,0,0.43,MEDIUM
2026-09-23 14:15:12.804953159,10.0.2.18,10.0.4.34,30527,22,TCP,FIN-ACK,9,2658,0.132,1.161,128,1,0.262,LOW
2026-09-23 14:15:12.949196520,10.0.2.4,10.0.4.22,38895,161,UDP,PSH-ACK,13,2586,1.259,1.464,64,0,0.15,LOW
2026-09-23 14:15:12.992586192,10.0.2.15,10.0.4.40,43635,445,TCP,FIN-ACK,9,7788,0.642,1.365,64,0,0.042,LOW
2026-09-23 14:15:13.028091503,10.0.2.21,10.0.4.46,10180,161,UDP,FIN-ACK,7,5228,0.582,0.624,64,0,0.232,LOW
2026-09-23 14:15:13.101791046,10.0.2.41,10.0.4.54,58291,123,UDP,ACK,9,1132,0.646,0.381,128,0,0.023,LOW
2026-09-23 14:15:13.163924293,10.0.2.5,10.0.4.26,32842,445,TCP,ACK,14,6878,0.124,0.075,255,0,0.12,LOW
2026-09-23 14:15:13.321172569,10.0.2.26,10.0.4.58,39329,993,TCP,FIN-ACK,4,1136,0.282,0.969,64,0,0.122,LOW
2026-09-23 14:15:13.420513195,10.0.2.40,10.0.4.21,3559,993,TCP,ACK,5,434,0.217,0.912,128,0,0.097,LOW
2026-09-23 14:15:13.488135615,10.0.2.35,10.0.4.14,54212,8080,TCP,PSH-ACK,11,3638,0.271,1.537,128,0,0.046,LOW
2026-09-23 14:15:13.504592642,10.0.2.40,10.0.4.25,36056,3306,TCP,ACK,11,1838,0.169,1.081,128,0,0.298,LOW
2026-09-23 14:15:13.660020909,10.0.2.9,10.0.4.34,15390,135,TCP,ACK,4,988,0.066,0.743,64,0,0.211,LOW
2026-09-23 14:15:13.664906640,10.0.2.35,10.0.4.42,21593,123,UDP,SYN,8,2674,0.143,0.167,64,0,0.401,MEDIUM
2026-09-23 14:15:13.672356810,10.0.2.43,10.0.4.52,23784,80,TCP,FIN-ACK,12,4841,0.139,0.147,128,0,0.203,LOW
2026-09-23 14:15:13.780443822,10.0.2.15,10.0.4.15,2769,25,TCP,FIN-ACK,11,4988,0.876,0.373,128,1,0.005,LOW
2026-09-23 14:15:13.809531483,10.0.2.22,10.0.4.20,61801,25,TCP,ACK,10,4969,0.78,1.594,128,0,0.15,LOW
2026-09-23 14:15:13.836374149,10.0.2.24,10.0.4.59,52825,139,TCP,ACK,10,3708,2.032,0.023,128,1,0.16,LOW
2026-09-23 14:15:14.078384471,10.0.2.22,10.0.4.28,58179,139,TCP,FIN-ACK,15,7179,0.604,0.244,64,0,0.097,LOW
2026-09-23 14:15:14.129078750,10.0.2.14,10.0.4.16,23837,135,TCP,FIN-ACK,13,5343,0.246,0.847,64,1,0.06,LOW
2026-09-23 14:15:14.243317576,10.0.2.42,10.0.4.62,37018,22,TCP,PSH-ACK,4,3480,0.845,1.078,128,2,0.036,LOW
2026-09-23 14:15:14.268795910,10.0.2.42,10.0.4.29,30586,443,TCP,PSH-ACK,7,817,1.505,0.256,128,0,0.028,LOW
2026-09-23 14:15:14.286950196,10.0.2.17,10.0.4.62,31698,3389,TCP,PSH-ACK,11,6074,0.12,0.85,64,0,0.116,LOW
2026-09-23 14:15:14.435324342,10.0.2.35,10.0.4.58,39016,3306,TCP,ACK,17,3785,1.031,0.191,64,0,0.072,LOW
2026-09-23 14:15:14.542702352,10.0.2.18,10.0.4.57,30122,8080,TCP,ACK,9,3378,0.296,0.212,64,0,0.189,LOW
2026-09-23 14:15:14.598950689,10.0.2.35,10.0.4.37,50906,3306,ICMP,ACK,7,3633,1.067,0.537,128,1,0.035,LOW
2026-09-23 14:15:14.650331416,10.0.2.26,10.0.4.50,4816,443,TCP,FIN-ACK,5,3491,0.021,0.708,64,1,0.086,LOW
2026-09-23 14:15:14.655443978,10.0.2.21,10.0.4.60,13451,139,TCP,ACK,13,11456,0.601,1.327,128,0,0.051,LOW
2026-09-23 14:15:14.686885618,10.0.2.7,10.0.4.18,58592,25,TCP,PSH-ACK,10,4746,0.126,1.971,64,1,0.158,LOW
2026-09-23 14:15:14.741034148,10.0.2.29,10.0.4.4,57944,445,TCP,ACK,8,2206,0.219,0.163,64,0,0.115,LOW
2026-09-23 14:15:14.748297032,10.0.2.15,10.0.4.21,53803,3306,TCP,ACK,7,5074,0.121,0.231,64,0,0.073,LOW
2026-09-23 14:15:14.857985156,10.0.2.11,10.0.4.40,24812,110,TCP,FIN-ACK,10,2461,0.943,0.178,64,0,0.126,LOW
2026-09-23 14:15:14.998068051,10.0.2.10,10.0.4.35,30457,53,UDP,ACK,14,6812,0.04,0.158,128,0,0.138,LOW
2026-09-23 14:15:15.008679722,10.0.2.43,10.0.4.6,2654,8080,TCP,FIN-ACK,4,3084,1.209,1.573,128,0,0.057,LOW
2026-09-23 14:15:15.108193957,10.0.2.6,10.0.4.36,19050,993,TCP,FIN-ACK,11,4391,0.14,0.134,128,1,0.269,LOW
2026-09-23 14:15:15.226702634,10.0.2.15,10.0.4.20,47887,428,TCP,SYN,3,4222,0.142,0.018,128,2,0.442,MEDIUM
2026-09-23 14:15:15.240503209,10.0.2.38,10.0.4.32,23146,5985,TCP,ACK,10,1604,0.122,0.121,64,1,0.158,LOW
2026-09-23 14:15:15.365917837,10.0.2.9,10.0.4.55,32006,406,TCP,SYN,2,963,0.025,0.057,64,0,0.456,MEDIUM
2026-09-23 14:15:15.453998491,10.0.2.26,10.0.4.40,8969,25,TCP,PSH-ACK,14,12438,1.021,0.879,255,0,0.085,LOW
2026-09-23 14:15:15.471035179,10.0.2.26,10.0.4.27,33045,110,TCP,ACK,8,1682,0.09,0.727,128,3,0.022,LOW
2026-09-23 14:15:15.497134668,10.0.2.17,10.0.4.26,47587,8080,TCP,PSH-ACK,10,3418,0.079,0.03,255,1,0.037,LOW
2026-09-23 14:15:15.602287087,10.0.2.30,10.0.4.43,37932,25,TCP,ACK,11,5323,0.215,0.656,128,1,0.1,LOW
2026-09-23 14:15:15.745522288,10.0.2.19,10.0.4.47,36935,443,TCP,ACK,12,4494,0.181,0.612,64,2,0.026,LOW
2026-09-23 14:15:15.854576805,10.0.2.20,10.0.4.51,60024,8080,TCP,ACK,12,1701,0.144,0.219,64,2,0.167,LOW
2026-09-23 14:15:15.894173612,10.0.2.20,10.0.4.22,16126,8080,TCP,PSH-ACK,12,2704,0.134,1.297,64,0,0.263,LOW
2026-09-23 14:15:15.960659135,10.0.2.35,10.0.4.27,20341,25,TCP,PSH-ACK,13,6168,0.144,1.6,64,1,0.044,LOW
2026-09-23 14:15:16.095872435,10.0.2.15,10.0.4.29,41214,838,TCP,SYN,2,4714,0.148,0.062,255,0,0.461,MEDIUM
2026-09-23 14:15:16.101934470,10.0.2.17,10.0.4.34,32001,443,TCP,ACK,9,6574,0.428,0.327,64,0,0.096,LOW
2026-09-23 14:15:16.178825114,10.0.2.40,10.0.4.9,64195,80,ICMP,FIN-ACK,15,4828,0.711,1.407,64,0,0.035,LOW
2026-09-23 14:15:16.186843917,10.0.2.35,10.0.4.28,4873,139,TCP,PSH-ACK,14,11898,0.583,0.722,128,0,0.037,LOW
2026-09-23 14:15:16.220237639,10.0.2.41,10.0.4.13,8919,443,TCP,FIN-ACK,12,3570,0.944,0.462,64,1,0.03,LOW
2026-09-23 14:15:16.457258575,10.0.2.32,10.0.4.34,23086,135,TCP,SYN,14,4736,0.163,0.012,64,0,0.045,LOW
2026-09-23 14:15:16.489662684,10.0.2.18,10.0.4.53,30601,443,TCP,ACK,12,10289,1.519,0.22,255,0,0.155,LOW
2026-09-23 14:15:16.511712801,10.0.2.34,10.0.4.62,58468,993,TCP,ACK,5,3830,0.161,0.849,255,1,0.13,LOW
2026-09-23 14:15:16.781732086,10.0.2.15,10.0.4.29,32902,110,TCP,SYN,17,5546,0.683,0.347,128,1,0.17,LOW
2026-09-23 14:15:16.828139677,10.0.2.13,10.0.4.5,29225,993,TCP,FIN-ACK,10,3920,1.077,0.265,64,1,0.101,LOW
2026-09-23 14:15:16.851543674,10.0.2.20,10.0.4.15,11784,80,TCP,PSH-ACK,15,11512,0.606,0.134,128,0,0.094,LOW
2026-09-23 14:15:16.897430775,10.0.2.42,10.0.4.8,29037,5985,TCP,ACK,7,926,0.159,0.69,64,0,0.19,LOW
2026-09-23 14:15:16.921704564,10.0.2.25,10.0.4.48,35316,53,UDP,FIN-ACK,9,2767,0.268,0.48,255,0,0.143,LOW
2026-09-23 14:15:16.946439225,10.0.2.31,10.0.4.35,38684,361,TCP,SYN,1,5571,0.074,0.087,255,0,0.424,MEDIUM
2026-09-23 14:15:16.961159344,10.0.2.21,10.0.4.35,40116,8080,TCP,ACK,11,8319,1.415,0.893,64,0,0.071,LOW
2026-09-23 14:15:16.999885052,10.0.2.14,10.0.4.12,28740,445,TCP,ACK,12,6411,0.023,0.305,64,0,0.089,LOW
2026-09-23 14:15:17.130545550,10.0.2.29,10.0.4.3,11174,25,TCP,PSH-ACK,9,4242,0.874,0.422,128,0,0.068,LOW
2026-09-23 14:15:17.132440904,10.0.2.16,10.0.4.61,10876,80,TCP,PSH-ACK,12,10418,1.812,0.075,64,0,0.115,LOW
2026-09-23 14:15:17.135842777,10.0.2.25,10.0.4.21,11005,22,TCP,FIN-ACK,11,1735,0.148,0.608,128,0,0.07,LOW
2026-09-23 14:15:17.189641591,10.0.2.17,10.0.4.8,40929,110,TCP,ACK,9,6437,0.237,0.153,128,0,0.046,LOW
2026-09-23 14:15:17.200412051,10.0.2.15,10.0.4.12,56267,25,TCP,ACK,11,1833,0.918,0.143,64,0,0.052,LOW
2026-09-23 14:15:17.349910740,10.0.2.42,10.0.4.17,57994,8080,TCP,FIN-ACK,8,5404,0.197,0.419,128,0,0.065,LOW
2026-09-23 14:15:17.519603145,10.0.2.16,10.0.4.42,21111,3306,TCP,SYN,10,5161,0.183,0.844,64,0,0.068,LOW
2026-09-23 14:15:17.602520713,10.0.2.4,10.0.4.56,6160,443,TCP,ACK,10,2823,0.297,0.261,64,1,0.164,LOW
2026-09-23 14:15:17.620760024,10.0.2.17,10.0.4.18,41687,123,UDP,ACK,13,6713,0.076,0.651,64,0,0.205,LOW
2026-09-23 14:15:17.623802804,10.0.2.24,10.0.4.43,3499,110,TCP,ACK,11,8785,0.701,0.231,64,0,0.072,LOW
2026-09-23 14:15:17.625134833,10.0.2.5,10.0.4.5,41457,3389,TCP,PSH-ACK,10,4566,0.989,0.698,128,1,0.119,LOW
2026-09-23 14:15:17.698378475,10.0.2.14,10.0.4.2,25738,3389,TCP,ACK,13,851,0.999,0.425,64,0,0.091,LOW
2026-09-23 14:15:17.770500305,10.0.2.9,10.0.4.23,55159,1006,TCP,SYN,2,967,0.047,0.195,128,0,0.438,MEDIUM
2026-09-23 14:15:17.894616059,10.0.2.23,10.0.4.58,41367,80,TCP,PSH-ACK,7,4139,0.445,0.262,64,0,0.09,LOW
